瞓觉为真	睡觉才是
诈假意睇唔到	假装看不见
诈假意嘅啫，唔使理佢	闹着玩的，别理他。
你诈傻都唔过得呢关嘅嘞	你装傻也过不了这一关的。
我估话搞掂咗，点知系诈和添	我以为做好了，谁知弄错了。
你重细个咩，成日诈嗲	你还小吗，整天撒娇!
唔得诈奸	不能耍奸的
边个诈奸就唔同佢玩	谁耍滑就不跟谁玩。
咁大个仔重诈娇㖞	这么大的孩子还撒娇呢。
唔好诈懵喇，呢件事你清清楚楚嘅	别装糊涂了，这件事你是清清楚楚的。
你要负责㗎，咪诈戆咯	你要负责的，别装傻了。
你唔使诈谛，我早就知到咯	你不用装蒜，我早就知道了
诈谛睇唔见	装作看不见。
我前个月试过屙肚，好厉害	我上月拉过肚子，很严重
呢度未试过落雪	这里没下过雪。
你噉做系诚心捣乱嘅啫	你这样做，是故意捣乱罢了。
个厂长畀啲工人代表诛到口哑哑	厂长被那些工人代表质问得哑口无言。
有碗话碗，有碟话碟	有什么说什么。
你话下佢啦	你说他一下吧
你噉样做，人哋实话你	你这样干，人家一定说你。
我话畀你知啦	我告诉你吧
话畀我听	告诉我。
你话点好呢	你看怎么办才好? 
我话佢唔错	我看他不错。
自己做得好，人哋就唔会话三话四	自己做得好，人家就不会说三道四。
讲正题啦，咪话三话四咯	说正题吧，别漫无边际地乱扯了。
我话中喇啩，佢就系噉嘅人	我说对了吧，他就是这样的人
畀我话中咗，佢果然系行嗰条路嚟	让我说准了，他果然是走那条路来。
而家我哋工人自己话事	现在我们工人自己作主
呢个队边个话事	这个队谁作主?
老张话事偈	正如老张所说。
话冇咁快佢就食完喇	这么快就吃完了?
话口未完佢已经走咗	话音未落，他已经走了。
佢话名系我哋组嘅人，其实好少嚟	他名义上是我们这个组的人，其实很少来
佢话名系中学毕业	他应名儿是中学毕业。
唔使你等几耐，话咁快	不用你等多久，说话就得。
做呢样嘢，话咁易啦	干这件事，非常容易。
乜条件都冇，话咁易咩	什么条件都没有，说倒容易。
一日生产几多就话唔埋咯	一天生产多少就说不定了
听日落唔落雨就话唔埋咯	明天下不下雨就说不定了
呢啲事的确系话唔埋嘅	这些事的确是难以预料的。
话嗻，都系好麻烦嘅	尽管这样，还是很麻烦的。
佢系叻仔，话头醒尾嘅	他是聪明人，能够举一反三。
你话实几时嚟呀	你说定什么时候来? 
你话实几多就几多啦	你说定多少就多少吧
我话实唔去喇	我肯定不去了。
话实佢都唔听	怎么说他就是不听
细佬哥要话实佢至得	小孩要说着他点儿才行。
呢啲嘢话得埋嘅咩	这些事怎么可以预料的呢!
我话明唔去喇	我早已声明不去了。
你要话明畀大家知先得㗎	你要告诉大家知道才行啊。
话明你知我唔同意㗎	明白告诉你，我是不同意的。
话是话嗻，点都系唔好嘅	虽然话是这样说，( 但是这样做) 怎么说都是不好的。
佢话晒都系你大佬吖	不管怎么说他毕竟是你的哥哥嘛。
你点搞都唔关我事，话知你呀	我先告诉你，你怎么搞都与我无关。
佢想点就点，话知佢	他想怎么着就怎么着，管他呢。
你话落畀佢听未呀	你交代给他了没有? 
佢话落畀佢个仔㗎喇	他吩咐他的儿子了
冇话落乜嘢	没吩咐什么。
哎呀，该专咯，你打烂咗个盆	哎哟，糟糕了，你把盆打破了!
真该煨咯，跌到佢脚都损晒	真糟糕，摔得他脚都破了。
乜嘢说话都讲晒咯，佢就系唔听	什么话都说完了，他就是不听
你重有乜嘢说话好讲	你还有什么话好说?
大家帮你做好晒，要请饮茶至得喇	大家帮助你做好了，要请客才行。
诸事妹	爱管闲事的姑娘
诸事丁	爱管闲事的人。
你以为你最快，谁不知人哋重快过你	你以为你最快，谁知人家比你还快
谁不知佢系我嘅同乡	原来他是我的同乡。
谂唔掂	想不通
你谂过未	你考虑过没有?
琴日我谂住去睇你㗎	昨天我打算去看你的。
我谂嚟度去重系自己去好	我想来想去还是自己去好。
你有乜谂头	你有什么想法。
佢好好谂头	他很善于思考。
等你谂掂先至嚟揾我	等你想通了再来找我。
噉样做法啱唔啱，你自己谂真啲	这样做对不对，你自己想清楚一些
呢件事应该点做你谂真啲	这件事应该怎么办你好好想想。
咪成日喺度谂缩数	别整天为自己打如意算盘。
有时谂翻旧时细个嗰阵啲嘢	有时回想过去小时候的事。
谂翻转头你当时听我话就好喇	回想当初你听我的就好了。
大家一齐谂计仔，乜嘢困难都唔怕	大家一起想办法，什么困难都不怕。
谂谂下总觉得边度唔妥	想来想去总觉得什么地方有问题
嗰条算术题畀我谂谂下谂通咗	那道算术题让我想着想着想通了。
我知道你系谂错隔篱喇	我知道你理解错了。
呢度啲人中意将福字调转嚟贴	这里的人喜欢把福字倒过来贴。
汽车调转头入嚟	汽车掉头进来。
筷子调转头喇	筷子颠倒了
调转头，递嗰头过嚟	倒过来，递那头过来。
有意见就提，唔使乱谛人	有意见就提，不必乱讽刺人家。
你唔好谰有经验噉啦	你不要装得很有经验的样
你唔使同佢谰熟落噉	你不要跟他套近乎
谰阔佬	装作阔气的样子。
唔会就咪咁谰叻	不会就别那么不自量
人哋讲完你至讲都未迟，咁谰叻做乜	人家说完你再说也不晚，干吗这么好表现自己。
旧时嘅事，我谱谱摸摸记得啲	过去的事我朦朦胧胧记得一点儿。
豆丁咁大	小豆那么大。
我呢个豆沙喉唔唱得歌	我这个沙嗓子唱不了歌
佢咳到好交关，变咗豆沙喉咯	他咳得很厉害，成了沙嗓子了。
豆泥嘢	次货
呢张纸好豆泥	这张纸质量很差。
豉油碟	酱油碟子。
貔貅仔	淘气孩子。
佢唔知做乜咁负气	他不知道为什么牢骚满腹
佢咁负气，人哋睇见就怕	他态度那么不好，人家看见就怕。
贡台底	钻桌底
老鼠贡入墙窿	老鼠钻进了墙洞
一落雨啲黄䘆就贡晒出嚟	一下雨蚯蚓就都钻了出来。
责实啲	压紧一点
攞嚿石责住佢	拿块石头压着它。
有几文责袋就得嘞	有几块钱随身备用就行了。
萝卜好败㗎	萝卜很败火的。
呢种鞋都系一年货仔嗻	这种鞋充其量不过穿一年的货色
系噉嘅货仔喇	就是这样的货色了!
我贪口爽嗻，唔好介意	我随便说说罢了，别介意。
细佬哥好贪得意	小孩很好奇。
做就正经做，咪贪得意	干就好好地干，别闹着玩儿。
落贴	给衣服加贴边。
我唔想入去，费事影响大家学习	我不想进去，以免影响大家学习。
我好癐，费事去街咯	我很疲倦，懒得上街了
费事理佢	懒得理他。
做采购好费事㗎	做采购很麻烦的。
你打伤人要赔汤药呀	你打伤人要赔偿医疗费。
第三行赖咗两个字	第三行漏了两个字
睇下重有冇赖低啲乜嘢	看看还有没有遗漏些什么东西
𡃇咯，赖咗串锁匙添	糟糕，丢了一串钥匙了。
赖尿	尿床; 遗尿。
系点你就话点，咪赖猫	是怎么样你就说怎么样，别赖皮
输就输啦嘛，唔好咁赖猫	输就输了嘛，不要那么赖皮。
嗰条嘢正一系赖猫君嚟㗎	那个家伙真正是个无赖。
搬来搬去赚麻烦	搬来搬去徒找麻烦
搞嚟搞去，赚做	搞来搞去，白费劲。
你乱发表意见，赚人家笑话你	你乱发表意见，只能让人家笑话你。
做呢啲嘢赚人闹嘅嗻	干这些事，只落得人家骂罢了。
唔同你讲咁多，赚嘥气呀	不跟你说那么多，白费劲!
都未有把握就做，赚搞嘅嗻	都还没有把握就做，不是白干嘛。
你做埋呢啲嘢畀人哋闹，赚衰啦	你尽干这些事让人家骂，真是自找倒霉了。
佢嘅服务态度咁好，人人都赞佢	他的服务态度那么好，人人都称赞他
你唔好赞佢喇	你别夸奖他了。
赞下把刀	把刀淬一淬。
赞镬	炝锅
白撞雨会赞坏人	有炽热的太阳时，突然下阵雨，容易使人生病。
笑到肚都赤晒	笑得肚子都疼了。
冻到手好赤	冷得手很冰凉。
赤米都卖咁贵	粗米也买这么贵吗?
只米好赤	这种米很粗。
慢慢行，唔使走	慢慢走，不用跑
嗰只老鼠走甩咗	那只老鼠跑掉了。
走西水	逃避西江的洪水
走日本仔	逃避日本兵。
唔睇就走人	不看就走
佢早就走人咯	他早就溜了。
樽酒唔塞实就会走味喇	这瓶酒不塞紧就会跑味了。
睇见唔对路，佢就走投咯	看看不对劲，他就离去了。
只猫走甩鸡咯	猫跑掉了。
呢次畀佢走甩鸡添	这次居然让他过了关口了。
呢次机会走甩鸡，真可惜	这次机会给错过了，真可惜。
枪一响，敌人就走白地	枪一响，敌人就逃了。
时间冇乜得走盏	时间( 安排) 很紧。
呢次你真系走第九咯	这次你真的是最糟糕的了。
成日走走趯趯，都唔知搞乜	整天走来走去，都不知道搞些什么。
有病就好好休息，唔好成日走走趯趯	有病就好好休息，不要整天走动。
佢成日为大家走趯	他整天为大家跑腿。
有个坏分子想走路，畀我哋捉番嚟	有个坏家伙想逃跑，给我们抓了回来。
唔好走鸡呀	不要失去机会。
吼住佢，唔好畀佢走鸡	守着他，别让他跑掉。
你咁急做乜嘢呀，赶住去投胎呀	你这么急干什么，赶着投胎去吧?
食完饭至去，赶唔切啰	吃过饭才去，来不及了。
你赶喉赶命噉去边度呀	你急匆匆的样子到哪里去? 
你咪喺度赶喉赶命噉啦	请你别像催命鬼那样好吗。
工作一忙起嚟，夜晚都要赶工	工作一忙起来，晚上都要加班。
你为乜又赶急翻屋企呀	你为什么又急忙回家? 
你屋企有事，要你赶急翻去	你家里有事，要你赶快回去。
差啲畀佢赶过头	差点儿让他超过了。
做起咯	做完了
写起咯	写好了。
起先佢唔肯，后尾先至答应	开头他不肯，后来才答应。
起先佢讲乜嚟呀	刚才他说什么来着?
起势噉唱	不停地唱
起势噉做	一股劲儿地干。
佢笑起嚟就冇停嘅	她笑起来就没个完
今日又热起嚟喇	今天又热起来了。
起头大家都唔熟	起初大家都不熟。
你要起佢字容先	你先查查他的底细。
菜起心咯	菜抽苔了。
大家起筷，唔使客气	大家请，不必客气。
呢个楼今年起货	这个楼今年交付使用。
起身，咪坐喺度	起来，别坐在这儿
企起身	站起来。
六点钟起身	六点钟起床。
佢恶起身嚟就唔得𠶧	他一生起气来就不得了
嗰块板一晒就趷起身嚟	那块板一晒就翘了起来。
羊肉要起骨至卖	羊肉要剔了骨才卖。
哗，乜个水表赼车转㗎	啊，怎么这个水表在飞转呀! 
几个人喺度赼车转，搞到我头都晕	几个人在这里转来转去，弄得我头脑发晕
呢排忙到我赼车转	这些日子我忙得团团转。
大家咁高兴，我就趁兴唱首歌啦	大家这么高兴，我就凑热闹唱一首歌吧。
趁手帮我做埋佢	顺手帮我干完它。
我去系趁高兴嗻	我去是为了凑热闹罢了。
你越讲佢，佢越发得戚	你越说他，他越得意洋洋
呢几日越发唔得闲	这几天更加没空。
一趟过去就摸到一个西瓜	一摸过去就摸到一个西瓜
趟虾	用小网顺着河底捞虾。
呢个古仔好趣怪	这个故事很有趣。
一啲啲嘢，趣趣地啦	一点点东西，让他高兴高兴。
睇你趯得去边度	看你能逃到哪里去? 
你琴日趯咗去边度	你昨天跑到哪里去了? 
细佬哥唔好周围趯	小孩不要到处乱跑。
趯咗只牛出去	把牛赶了出去。
佢行到趷下趷下，脚好似好痛	他走得一拐一拐的，脚似乎很疼。
趷起只脚	把腿跷起来。
趷起手指公	跷起大拇指
只狗趷起条尾	狗翘起尾巴
趷起身	欠起身。
趷高脚都睇唔到	踮起脚也看不见。
快啲趷开	快点滚开。
呢包书趸喺你度先	这包书先放在你这里
趸低	放下
趸落地	放在地上。
我本书唔知跌咗喺边度	我的书不知道丢在什么地方。
呢次又算我跌眼镜嘞	这回又算我看走了眼了。
路好滑，因住跌跤	路很滑，当心摔跤。
张账单冇用就跔埋佢啦	那张账单没有用就揉成团吧。
冻到手都跔晒	冻得手都僵了。
佢有啲跛	他有点瘸
跛脚	瘸腿
跛手	瘸胳膊。
你跟尾嚟啦	你跟在后面来吧
咪跟住佢尾	别跟着他
你跟佢尾	你排在他后面。
食完饭跟手洗碗	吃完饭接着洗碗
你跟手做埋佢啦	你顺手把它做完了吧。
我呢啲行李唔该同我跟下眼	我这些行李请你帮照看一下。
呢件事我会跟进嘅	这件事我会接着做的。
二路茶	沏第二次的茶; 煎第二次的汤药。
佢唔系路边蚁，唔好随便虾呀	他可不是省油的灯，不能随便欺负的。
真跷，一讲佢佢就到	真巧，一说他他就到
“有咁啱得咁跷”	熟语。说那么巧，有那么巧
你企喺度踁手踁脚，行开啦	你站在这里妨碍着别人，走开吧。
踎低	蹲下
踎喺度倾偈	蹲在那儿闲聊。
踗起对脚	踮起脚。
嗰件丑事卒之畀人踢爆咗	那件丑事终于被人揭穿了
人哋嘅隐私，你踢爆佢做乜	人家的隐私，你干吗揭破它?
呢度踢着脚都系大学生	这里随便碰到的都是大学生。
好得佢嚟帮手，唔系都几踢脚	幸亏他帮忙，要不就很难办。
踩三轮车	蹬三轮儿
踩单车	骑自行车。
你咪踩我嘅地盘	你别侵占我的地盘。
踩错脚跌咗落去	失足跌了下去。
手踭	肘
脚踭	脚跟
鞋踭	鞋跟。
行路踹死蚁	走路( 像) 踩死蚂蚁( 似的) ———比喻走得太慢。
踹单车	骑自行车。
一脚蹅落水氹度	一脚踩到水坑里。
要注意唔好蹅错脚	要注意不要犯错误。
蛤𧊅蹹蹹噉跳	青蛙一蹦一蹦地跳。
路好滑，因住躀低	路很滑，当心摔倒
躀咗一跤	摔了一跤。
呢排有啲躁，成晚瞓唔着	最近有点烦躁，整晚睡不着。
啲蚁躝得好快	蚂蚁爬得很快。
